x,y,th,v,z
741959.7082502687, 3392368.8202428035, -0.15579665482434413, -0.0016361995738708895, -0.0015258689985946903
741959.9386463717, 3392368.358664924, -0.19653929107703005, 0.03449460448070034, -0.013764932028001069
741960.2643462659, 3392367.9513829243, -0.2077116513240762, 0.07562776283753829, -0.0004682612685450128
741960.7682557694, 3392367.815035486, -0.2106447237906348, 0.2679666129287108, -0.012168626357149956
741961.2730336414, 3392367.709908498, -0.21381961128417304, 0.8846263638040639, -0.02119864026144285
741961.7956529348, 3392367.7040895717, -0.2142144249157769, 1.287666214147303, 8.598769281718127e-05
741962.2800995334, 3392367.502877585, -0.20635077600704574, 1.4229230526479737, 0.06868141336288193
741962.8035818931, 3392367.3663069517, -0.18609357433341245, 1.5184288553888985, 0.05802135742192794
741963.3606034034, 3392367.330930036, -0.1472309966522678, 1.5775834882180435, 0.09371121560596253
741963.8820899068, 3392367.276027998, -0.12690055804865708, 1.6253837211929143, -0.02119368761851863
741964.4700268606, 3392367.4365565917, -0.12953961753087118, 1.7858199039596419, -0.011659128784289536
741965.1723821096, 3392367.501037155, -0.12451343360556465, 1.9009327795738942, 0.002598889957116635
741965.6912133516, 3392367.395506859, -0.12299423336172888, 1.9634441398519629, -0.002053516140836012
741966.2572568636, 3392367.353405613, -0.12390090655484665, 2.061060986911388, 0.02026326823180184
741966.8673587927, 3392367.3367911326, -0.1222034076760301, 2.145712317520569, 0.010967687329271952
741967.3831288661, 3392367.3104337864, -0.12276853045934465, 2.185572317194242, -0.01322923094511932
741967.8899960289, 3392367.304902728, -0.11977154212662412, 2.1996178605456755, 0.03679203726737048
741968.4949494194, 3392367.230608146, -0.1206859384869028, 2.2111335211677616, 0.008030061218679205
741969.0917049879, 3392367.199283565, -0.10933554592098504, 2.1928748465457963, 0.008085723873774295
741969.663170028, 3392367.0872516567, -0.08359462924676953, 2.270439646300323, 0.15912109714996736
741970.1506736194, 3392366.919460627, -4.673847713076995e-05, 2.2726412424213587, 0.3842194469343798
741970.7560508802, 3392366.8548603626, 0.10280334439923866, 2.285843423871976, 0.42998418658300375
741971.3387721078, 3392366.878175229, 0.19913427524320326, 2.25639110769513, 0.44601441111976464
741971.9664486739, 3392366.972548658, 0.30666073583569764, 2.253699417143113, 0.4603289702075609
741972.4684851173, 3392367.103377301, 0.41893561265180335, 2.228381013460293, 0.4704802854686571
741973.1623202994, 3392367.2096729744, 0.5617683987638049, 2.2689259139576183, 0.5576903162572341
741973.6854325186, 3392367.3990415656, 0.6636351094076627, 2.290311924161513, 0.4000420452855366
741974.1872905622, 3392367.7398839337, 0.7356357334277996, 2.301366261703656, 0.2068078132689809
741974.6137405095, 3392368.148322538, 0.7938030997977386, 2.3063954426143423, 0.2804768325973279
741974.9490217321, 3392368.526189608, 0.8493945236032978, 2.3323924071383426, 0.24218043623160998
741975.3288340573, 3392368.893935322, 0.8945120677367121, 2.3514537388447354, 0.12446949253979075
741975.7136913127, 3392369.332448995, 0.9389109578499673, 2.3526014703441875, 0.19434726348178785
741976.0223219681, 3392369.7371480195, 0.9693827804636266, 2.3446467497157872, 0.18047277910880768
741976.3499294454, 3392370.2426098133, 1.011392482183946, 2.3517677166154862, 0.10811741389385444
741976.6411513345, 3392370.7142280787, 1.047322486741236, 2.4407066163385096, 0.14904957238167718
741976.9929485861, 3392371.115874122, 1.0677054894868618, 2.4654862810045923, 0.06552874934673061
741977.3408500304, 3392371.4950772095, 1.092427514017526, 2.4786514181229684, 0.09375990538545467
741977.5793679076, 3392372.0210657925, 1.1040268788558532, 2.54191858721491, 0.11230961602733247
741977.8052217322, 3392372.5809208592, 1.1179468223995332, 2.5623392164218943, -0.029173960730335083
741978.0023243041, 3392373.3594603264, 1.1012104861345529, 2.609702022365485, -0.06962544182268188
741978.2436709141, 3392373.8682728526, 1.070210858282354, 2.6475630913356145, -0.09308906409983132
741978.4827642774, 3392374.4196218406, 1.072699149557356, 2.634897893937622, 0.06442063612849046
741978.7441344381, 3392374.9487506542, 1.0907954290329849, 2.620661104964205, 0.05436289082335975
741978.9621591114, 3392375.547614405, 1.0988332153874945, 2.650943291361876, -0.011111744158306016
741979.2510837987, 3392376.23770659, 1.118682820256291, 2.6550788014400006, 0.07882210635866155
741979.3870291428, 3392376.8316130983, 1.1439746281021783, 2.6521339866594813, 0.14904269748214485
741979.6132934364, 3392377.356952458, 1.1832575524718782, 2.688163614967076, 0.17519089709602914
741979.7463311845, 3392377.8528707474, 1.2131197109329914, 2.664316259164154, 0.166060120122656
741979.8571084002, 3392378.374608175, 1.238277062433343, 2.683086366209821, 0.11875130643269377
741979.9988457842, 3392378.8735615117, 1.2720524365107044, 2.6280695006218795, 0.20492608671462326
741980.1343536135, 3392379.5059233867, 1.3210547170814602, 2.7061460523955083, 0.2283295528588071
741980.2422400867, 3392380.0831329837, 1.3623112934902617, 2.676132796917625, 0.14481705596863592
741980.4367883906, 3392380.636832989, 1.4024893063023374, 2.647178732211006, 0.15439082276552385
741980.5809417295, 3392381.27343815, 1.454452772333909, 2.679717632497704, 0.16193795960554286
741980.6655227672, 3392381.8209240893, 1.4996457338604428, 2.648165432108716, 0.23260933449874915
741980.6797030739, 3392382.3792856075, 1.5565677644927671, 2.6371219861067705, 0.2295741355632156
741980.7599219348, 3392382.9470201056, 1.6214055005107575, 2.692761157142749, 0.30523592960993395
741980.7649719042, 3392383.474880331, 1.6906563857382526, 2.637461869216462, 0.40181301020385146
741980.6312397991, 3392384.1147439755, 1.798356883907983, 2.639032043433751, 0.4050063833984094
741980.5113526647, 3392384.6509096175, 1.8828961696829167, 2.6675089816810265, 0.373627967671162
741980.3692261551, 3392385.1313611604, 1.9648915706950945, 2.6762904133432643, 0.4018399674475655
741980.1443705161, 3392385.626917679, 2.0518079274800067, 2.6574930114780853, 0.4534345553104778
741979.8582854461, 3392386.1420753733, 2.1503422579413627, 2.616027306055648, 0.4140393923202376
741979.5763262284, 3392386.5828146017, 2.219408011861205, 2.6383679150039065, 0.4295015708795759
741979.2074179624, 3392387.143690724, 2.3127821015258814, 2.645743278981486, 0.39303446700180383
741978.8970078629, 3392387.545565533, 2.3661897332375763, 2.670914935080494, 0.3240316113293238
741978.6565263795, 3392387.992921588, 2.415923134751342, 2.6709399754489915, 0.3576164136234461
741978.2965724316, 3392388.373335963, 2.4732045340056388, 2.6747504552045944, 0.33852049035398635
741977.8552263534, 3392388.72585908, 2.5361539390079515, 2.6600027458765614, 0.2970089723103285
741977.3780807011, 3392389.032240213, 2.5902157096623952, 2.6658333783952, 0.2395547912631677
741976.8554489162, 3392389.283149565, 2.6416221755519764, 2.670849560674931, 0.2762246835749453
741976.2694667983, 3392389.6553289536, 2.701163733044396, 2.738975846278978, 0.20226531672610806
741975.6824116699, 3392389.846129764, 2.756190100645668, 2.707005481583333, 0.24113173476160074
741975.1832044298, 3392390.0558702587, 2.8120889198200496, 2.6642649635591136, 0.27418781041810136
741974.6505337597, 3392390.180444812, 2.862954098218072, 2.708588622749029, 0.2453677944274298
741974.125203886, 3392390.2774334517, 2.9148059777999706, 2.7376631098148128, 0.2507112827240281
741973.6259614925, 3392390.484614905, 2.960001019921105, 2.7335404768224514, 0.2788659551232644
741973.0918696232, 3392390.648804061, 3.021007116275987, 2.6896044094886524, 0.2071013900725464
741972.5438775113, 3392390.711375949, 3.0610043337395583, 2.7278423973913806, 0.11561845300720786
741971.949902701, 3392390.7588498145, 3.0571874912652586, 2.770162784795517, -0.02746918894516986
741971.3621986889, 3392390.5798092755, 3.066199894710195, 2.7422754088109293, -0.07814821186396699
741970.8535292796, 3392390.6245032623, 3.0610031353170686, 2.7279516159679744, 0.051171469876019934
741970.0499393916, 3392390.627627796, 3.064052321607156, 2.7422762716971594, 0.02292119486683155
741969.3595946732, 3392390.6447575483, 3.073838639664869, 2.7250358235282146, 0.0633870035241056
741968.8320971822, 3392390.735311363, 3.0704110181838833, 2.7466163520492484, -0.01436498124162596
741968.3236656649, 3392390.6676687724, 3.0750451847967293, 2.752483457066955, 0.014417469532818476
741967.6185728529, 3392390.582751103, 3.0845405525053518, 2.769330412757733, 0.015727978024019405
741966.8897034287, 3392390.5744326483, 3.1028848055679816, 2.7888464975048812, 0.05036818621383789
741966.3247378672, 3392390.4759820662, 3.1394944821249737, 2.7645885132692154, 0.3032928544666377
741965.623557038, 3392390.441048148, -3.0738327807104713, 2.804674684885703, 0.2825975934022633
741965.0757356769, 3392390.4635035293, -3.0146635997174727, 2.798820308065728, 0.2858374572902607
741964.4038102553, 3392390.3513604905, -2.9294901154184494, 2.8218272627741667, 0.3288956872307585
741963.909504527, 3392390.2755775643, -2.8553148206311807, 2.8531687501861853, 0.3443785073868837
741963.3702045872, 3392390.1199102164, -2.785818699879181, 2.8441791742285387, 0.3576489660759458
741962.9000526099, 3392389.947125717, -2.7362333035429955, 2.8456733637761262, 0.27996431849165826
741962.2886161802, 3392389.7076512943, -2.6760886066427005, 2.7614805962722246, 0.19644653587315325
741961.7267930522, 3392389.3686765856, -2.6244801399844366, 2.8223290831774266, 0.1985871711472656
741961.1277493028, 3392389.0291312137, -2.589942136439417, 2.8484560294521155, 0.14371276580236886
741960.6995874491, 3392388.726858905, -2.5607598830046023, 2.818720561825291, 0.14957609003008174
741960.1493327672, 3392388.271897597, -2.5269147008171657, 2.810544273923133, 0.12512553095570092
741959.7276492069, 3392387.9380547963, -2.5038000604519324, 2.8364413624699214, 0.11498033244003016
741959.3306419401, 3392387.5813355995, -2.4853933562617403, 2.824886265128221, 0.07988687335485213
741958.9848962103, 3392387.216859478, -2.46905180033885, 2.8322798561077565, 0.10435931655798043
741958.4781265729, 3392386.734957653, -2.4419575983567117, 2.8287797414300933, 0.07992504781292882
741957.8741309484, 3392386.1783195795, -2.4260382866246544, 2.8482235923232624, 0.07294529011287093
741957.432215735, 3392385.695845676, -2.4124455124208897, 2.8550287042186735, 0.058058299300163485
741956.9792380047, 3392385.2374026976, -2.4078864469507826, 2.8360519301188303, 0.030363192422543917
741956.5168192366, 3392384.7064371924, -2.394810858630712, 2.857201398559988, 0.1011358492390124
741956.0477222204, 3392384.1536073345, -2.3813536393264325, 2.873378632023033, 0.028781197330643007
741955.6473387205, 3392383.768450358, -2.3660836062681354, 2.8583883400044017, 0.062359777123714585
741955.1747016759, 3392383.323262148, -2.359307725506648, 2.8307832420876933, 0.06869042262057436
741954.7902323161, 3392382.826862192, -2.3423353998795724, 2.7997697083168034, 0.12828068441808907
741954.4153871895, 3392382.354084162, -2.3132033470313047, 2.800248416504953, 0.2102087282706604
741953.971359284, 3392381.826227341, -2.2783409704655133, 2.804612128714141, 0.200791771802659
741953.6065125712, 3392381.3008731436, -2.2111659277615727, 2.7766736232022016, 0.3559972833838912
741953.2633548159, 3392380.7004735623, -2.1274907378918284, 2.7759105965844864, 0.2783948510349591
741952.9786986738, 3392380.1701897844, -2.040395250234095, 2.757835191719684, 0.3752446490214345
741952.7509992033, 3392379.6362986844, -1.9660829358087415, 2.789379393272924, 0.3900826375543173
741952.5869092499, 3392379.136999955, -1.8842815460819768, 2.800022591159435, 0.42307114879477503
741952.415465271, 3392378.586975799, -1.8018074418638577, 2.845463229146441, 0.4023409807415543
741952.2969225906, 3392378.02785621, -1.7113294733056144, 2.770438155129667, 0.4353927892089132
741952.2720859067, 3392377.453775907, -1.6167252029544033, 2.7916860143799997, 0.4592645055868505
741952.2365262639, 3392376.8240998564, -1.5191784059147624, 2.7264369902352468, 0.4289633304349753
741952.2441906431, 3392376.22307462, -1.4277832446770962, 2.663904860539441, 0.4103858427607068
741952.287835482, 3392375.6889799014, -1.3514762225952737, 2.6428314086999616, 0.4289163111460856
741952.3651715172, 3392375.104799864, -1.2701808334756244, 2.5434039880884907, 0.3996652120502533
741952.5399080991, 3392374.522511308, -1.1556851466265012, 2.3975377842466723, 0.4417503189393169
741952.749231866, 3392374.0673559075, -1.0508335650328826, 2.3858664056809267, 0.4533809571474027
741953.0614758027, 3392373.612444679, -0.9448810326446252, 2.2272569142501912, 0.4585737723606696
741953.3756436232, 3392373.1405584393, -0.8403303882541859, 2.064710400171061, 0.41350844041372414
741953.7810265357, 3392372.694090113, -0.7075339910262564, 1.9046177568668217, 0.4143609268995162
741954.3084813508, 3392372.3751592133, -0.5576008179739399, 1.7748888661251467, 0.4034015679598869
741954.7490841955, 3392372.067678012, -0.4465547236847969, 1.6955099922244738, 0.37894927446339705
741955.2148867815, 3392371.838468416, -0.34262073424476513, 1.6765069104331811, 0.34859762855131715
741955.7448566306, 3392371.6643246533, -0.2676725901091559, 1.6166236753396193, 0.20599717847113228
741956.2565155773, 3392371.523203131, -0.20888796957756428, 1.3853265780357649, 0.16235682847578325
741956.757295154, 3392371.477440053, -0.13553133050938593, 0.9372936025799512, 0.09954811347413056
741957.231025584, 3392371.304655245, -0.07383134753248477, -0.014997502517943956, -0.0010044889761605276
